frame,track_id,label,xtl,ytl,xbr,ybr,outside,occluded,keyframe,z_order,source
838,1,motorcycle,399.41,476.41,431.78,504.9,0,0,0,0,manual
839,0,motorcycle,1738.1,559.6,1764.0,580.32,0,0,0,0,file
839,1,motorcycle,401.31,476.46,433.68,504.95,0,0,0,0,manual
840,0,motorcycle,1739.7,559.82,1765.6,580.54,0,0,0,0,file
840,1,motorcycle,403.21,476.5,435.58,504.99,0,0,1,0,manual
841,0,motorcycle,1741.3,560.03,1767.2,580.75,0,0,0,0,file
841,1,motorcycle,404.5,476.37,436.88,504.86,0,0,0,0,manual
842,0,motorcycle,1742.9,560.25,1768.8,580.97,0,0,0,0,file
842,1,motorcycle,405.8,476.24,438.17,504.73,0,0,0,0,manual
843,0,motorcycle,1744.49,560.46,1770.39,581.18,0,0,0,0,file
843,1,motorcycle,407.09,476.11,439.46,504.6,0,0,0,0,manual
844,0,motorcycle,1746.09,560.68,1771.99,581.4,0,0,1,0,file
844,1,motorcycle,408.39,475.98,440.76,504.47,0,0,0,0,manual
845,0,motorcycle,1747.64,560.92,1773.54,581.64,0,0,0,0,file
845,1,motorcycle,409.69,475.85,442.06,504.34,0,0,0,0,manual
846,0,motorcycle,1749.2,561.16,1775.1,581.88,0,0,0,0,file
846,1,motorcycle,410.98,475.72,443.35,504.21,0,0,0,0,manual
847,0,motorcycle,1750.75,561.4,1776.65,582.12,0,0,0,0,file
847,1,motorcycle,412.27,475.59,444.64,504.08,0,0,0,0,manual
848,0,motorcycle,1752.31,561.64,1778.21,582.36,0,0,0,0,file
848,1,motorcycle,413.57,475.46,445.94,503.95,0,0,0,0,manual
849,0,motorcycle,1753.86,561.88,1779.76,582.6,0,0,0,0,file
849,1,motorcycle,414.87,475.33,447.24,503.82,0,0,0,0,manual
850,0,motorcycle,1755.41,562.12,1781.31,582.84,0,0,0,0,file
850,1,motorcycle,416.16,475.2,448.53,503.69,0,0,0,0,manual
851,0,motorcycle,1756.97,562.36,1782.87,583.08,0,0,0,0,file
851,1,motorcycle,417.45,475.08,449.82,503.57,0,0,0,0,manual
852,0,motorcycle,1758.52,562.6,1784.42,583.32,0,0,0,0,file
852,1,motorcycle,418.75,474.95,451.12,503.44,0,0,0,0,manual
853,0,motorcycle,1760.08,562.84,1785.97,583.56,0,0,0,0,file
853,1,motorcycle,420.04,474.82,452.41,503.31,0,0,0,0,manual
854,0,motorcycle,1761.63,563.08,1787.53,583.8,0,0,0,0,file
854,1,motorcycle,421.34,474.69,453.71,503.18,0,0,0,0,manual
855,0,motorcycle,1763.18,563.32,1789.08,584.04,0,0,0,0,file
855,1,motorcycle,422.63,474.56,455.0,503.05,0,0,0,0,manual
856,0,motorcycle,1764.74,563.57,1790.64,584.29,0,0,0,0,file
856,1,motorcycle,423.93,474.43,456.3,502.92,0,0,0,0,manual
857,0,motorcycle,1766.29,563.81,1792.19,584.53,0,0,0,0,file
857,1,motorcycle,425.22,474.3,457.59,502.79,0,0,0,0,manual
858,0,motorcycle,1767.85,564.05,1793.74,584.77,0,0,0,0,file
858,1,motorcycle,426.52,474.17,458.89,502.66,0,0,0,0,manual
859,0,motorcycle,1769.4,564.29,1795.3,585.01,0,0,0,0,file
859,1,motorcycle,427.81,474.04,460.19,502.53,0,0,0,0,manual
860,0,motorcycle,1770.95,564.53,1796.85,585.25,0,0,0,0,file
860,1,motorcycle,429.11,473.91,461.48,502.4,0,0,0,0,manual
861,0,motorcycle,1772.51,564.77,1798.41,585.49,0,0,0,0,file
861,1,motorcycle,430.4,473.78,462.77,502.27,0,0,0,0,manual
862,0,motorcycle,1774.06,565.01,1799.96,585.73,0,0,0,0,file
862,1,motorcycle,431.7,473.65,464.07,502.14,0,0,0,0,manual
863,0,motorcycle,1775.62,565.25,1801.51,585.97,0,0,0,0,file
863,1,motorcycle,433.0,473.52,465.37,502.01,0,0,0,0,manual
864,0,motorcycle,1777.17,565.49,1803.07,586.21,0,0,0,0,file
864,1,motorcycle,434.29,473.39,466.66,501.88,0,0,0,0,manual
865,0,motorcycle,1778.72,565.73,1804.62,586.45,0,0,0,0,file
865,1,motorcycle,435.58,473.26,467.95,501.75,0,0,0,0,manual
866,0,motorcycle,1780.28,565.97,1806.17,586.69,0,0,0,0,file
866,1,motorcycle,436.88,473.13,469.25,501.62,0,0,0,0,manual
867,0,motorcycle,1781.83,566.21,1807.73,586.93,0,0,0,0,file
867,1,motorcycle,438.18,473.0,470.55,501.49,0,0,0,0,manual
868,0,motorcycle,1783.39,566.45,1809.28,587.17,0,0,0,0,file
868,1,motorcycle,439.47,472.87,471.84,501.36,0,0,0,0,manual
869,0,motorcycle,1784.94,566.69,1810.84,587.41,0,0,0,0,file
869,1,motorcycle,440.76,472.74,473.13,501.23,0,0,0,0,manual
870,0,motorcycle,1786.49,566.93,1812.39,587.65,0,0,0,0,file
870,1,motorcycle,442.06,472.62,474.43,501.11,0,0,0,0,manual
871,0,motorcycle,1788.05,567.17,1813.94,587.89,0,0,0,0,file
871,1,motorcycle,443.36,472.49,475.73,500.98,0,0,0,0,manual
872,0,motorcycle,1789.6,567.41,1815.5,588.13,0,0,0,0,file
872,1,motorcycle,444.65,472.36,477.02,500.85,0,0,0,0,manual
873,0,motorcycle,1791.16,567.65,1817.05,588.37,0,0,0,0,file
873,1,motorcycle,445.94,472.23,478.31,500.72,0,0,0,0,manual
874,0,motorcycle,1792.71,567.89,1818.61,588.61,0,0,0,0,file
874,1,motorcycle,447.24,472.1,479.61,500.59,0,0,0,0,manual
875,0,motorcycle,1794.26,568.13,1820.16,588.85,0,0,0,0,file
875,1,motorcycle,448.53,471.97,480.9,500.46,0,0,0,0,manual
876,0,motorcycle,1795.82,568.37,1821.71,589.09,0,0,0,0,file
876,1,motorcycle,449.83,471.84,482.2,500.33,0,0,0,0,manual
877,0,motorcycle,1797.37,568.61,1823.27,589.33,0,0,0,0,file
877,1,motorcycle,451.12,471.71,483.5,500.2,0,0,0,0,manual
878,0,motorcycle,1798.93,568.85,1824.82,589.57,0,0,0,0,file
878,1,motorcycle,452.42,471.58,484.79,500.07,0,0,0,0,manual
879,0,motorcycle,1800.48,569.1,1826.38,589.82,0,0,0,0,file
879,1,motorcycle,453.71,471.45,486.08,499.94,0,0,0,0,manual
880,0,motorcycle,1802.03,569.34,1827.93,590.06,0,0,0,0,file
880,1,motorcycle,455.01,471.32,487.38,499.81,0,0,1,0,manual
881,0,motorcycle,1803.59,569.58,1829.48,590.3,0,0,0,0,file
881,1,motorcycle,456.09,470.89,488.46,499.38,0,0,0,0,manual
882,0,motorcycle,1805.14,569.82,1831.04,590.54,0,0,0,0,file
882,1,motorcycle,457.17,470.46,489.54,498.95,0,0,0,0,manual
883,0,motorcycle,1806.7,570.06,1832.59,590.78,0,0,0,0,file
883,1,motorcycle,458.25,470.02,490.62,498.51,0,0,0,0,manual
884,0,motorcycle,1808.25,570.3,1834.14,591.02,0,0,0,0,file
884,1,motorcycle,459.33,469.59,491.7,498.08,0,0,0,0,manual
885,0,motorcycle,1809.8,570.54,1835.7,591.26,0,0,0,0,file
885,1,motorcycle,460.4,469.16,492.78,497.65,0,0,0,0,manual
886,0,motorcycle,1811.36,570.78,1837.25,591.5,0,0,0,0,file
886,1,motorcycle,461.48,468.73,493.86,497.22,0,0,0,0,manual
887,0,motorcycle,1812.91,571.02,1838.81,591.74,0,0,0,0,file
887,1,motorcycle,462.56,468.3,494.94,496.79,0,0,0,0,manual
888,0,motorcycle,1814.47,571.26,1840.36,591.98,0,0,0,0,file
888,1,motorcycle,463.64,467.87,496.01,496.36,0,0,0,0,manual
889,0,motorcycle,1816.02,571.5,1841.91,592.22,0,0,0,0,file
889,1,motorcycle,464.72,467.44,497.09,495.93,0,0,0,0,manual
890,0,motorcycle,1817.57,571.74,1843.47,592.46,0,0,0,0,file
890,1,motorcycle,465.8,467.0,498.17,495.49,0,0,0,0,manual
891,0,motorcycle,1819.13,571.98,1845.02,592.7,0,0,0,0,file
891,1,motorcycle,466.88,466.57,499.25,495.06,0,0,0,0,manual
892,0,motorcycle,1820.68,572.22,1846.58,592.94,0,0,0,0,file
892,1,motorcycle,467.96,466.14,500.33,494.63,0,0,0,0,manual
893,0,motorcycle,1822.24,572.46,1848.13,593.18,0,0,0,0,file
893,1,motorcycle,469.04,465.71,501.41,494.2,0,0,0,0,manual
894,0,motorcycle,1823.79,572.7,1849.68,593.42,0,0,0,0,file
894,1,motorcycle,470.12,465.28,502.49,493.77,0,0,0,0,manual
895,0,motorcycle,1825.34,572.94,1851.24,593.66,0,0,0,0,file
895,1,motorcycle,471.19,464.85,503.57,493.34,0,0,0,0,manual
896,0,motorcycle,1826.9,573.18,1852.79,593.9,0,0,0,0,file
896,1,motorcycle,472.27,464.41,504.65,492.9,0,0,0,0,manual
897,0,motorcycle,1828.45,573.42,1854.34,594.14,0,0,0,0,file
897,1,motorcycle,473.35,463.98,505.73,492.47,0,0,0,0,manual
898,0,motorcycle,1830.01,573.66,1855.9,594.38,0,0,0,0,file
898,1,motorcycle,474.43,463.55,506.81,492.04,0,0,0,0,manual
899,0,motorcycle,1831.56,573.9,1857.45,594.62,0,0,0,0,file
899,1,motorcycle,475.51,463.12,507.89,491.61,0,0,0,0,manual
900,0,motorcycle,1833.11,574.14,1859.01,594.86,0,0,0,0,file
900,1,motorcycle,476.59,462.69,508.97,491.18,0,0,0,0,manual
901,0,motorcycle,1834.67,574.38,1860.56,595.1,0,0,0,0,file
901,1,motorcycle,477.67,462.25,510.05,490.75,0,0,0,0,manual
902,0,motorcycle,1836.22,574.62,1862.11,595.34,0,0,0,0,file
902,1,motorcycle,478.75,461.82,511.13,490.31,0,0,0,0,manual
903,0,motorcycle,1837.78,574.87,1863.67,595.59,0,0,0,0,file
903,1,motorcycle,479.83,461.39,512.2,489.88,0,0,0,0,manual
904,0,motorcycle,1839.33,575.11,1865.22,595.83,0,0,0,0,file
904,1,motorcycle,480.91,460.96,513.28,489.45,0,0,0,0,manual
905,0,motorcycle,1840.88,575.35,1866.78,596.07,0,0,0,0,file
905,1,motorcycle,481.99,460.53,514.36,489.02,0,0,0,0,manual
906,0,motorcycle,1842.44,575.59,1868.33,596.31,0,0,0,0,file
906,1,motorcycle,483.06,460.1,515.44,488.59,0,0,0,0,manual
907,0,motorcycle,1843.99,575.83,1869.88,596.55,0,0,0,0,file
907,1,motorcycle,484.14,459.67,516.52,488.16,0,0,0,0,manual
908,0,motorcycle,1845.55,576.07,1871.44,596.79,0,0,0,0,file
908,1,motorcycle,485.22,459.23,517.6,487.72,0,0,0,0,manual
909,0,motorcycle,1847.1,576.31,1872.99,597.03,0,0,0,0,file
909,1,motorcycle,486.3,458.8,518.68,487.29,0,0,0,0,manual
910,0,motorcycle,1848.65,576.55,1874.54,597.27,0,0,0,0,file
910,1,motorcycle,487.38,458.37,519.76,486.86,0,0,1,0,manual
911,0,motorcycle,1850.21,576.79,1876.1,597.51,0,0,0,0,file
911,1,motorcycle,488.57,458.15,520.95,486.64,0,0,0,0,manual
912,0,motorcycle,1851.76,577.03,1877.65,597.75,0,0,0,0,file
912,1,motorcycle,489.75,457.94,522.13,486.43,0,0,0,0,manual
913,0,motorcycle,1853.32,577.27,1879.21,597.99,0,0,0,0,file
913,1,motorcycle,490.94,457.72,523.32,486.21,0,0,0,0,manual
914,0,motorcycle,1854.87,577.51,1880.76,598.23,0,0,1,0,file
914,1,motorcycle,492.13,457.51,524.51,486.0,0,0,0,0,manual
915,0,motorcycle,1854.87,577.51,1880.76,598.23,0,0,0,0,file
915,1,motorcycle,493.32,457.29,525.69,485.78,0,0,0,0,manual
916,0,motorcycle,1854.87,577.51,1880.76,598.23,1,0,1,0,file
916,1,motorcycle,494.5,457.07,526.88,485.56,0,0,0,0,manual
917,1,motorcycle,495.69,456.86,528.07,485.35,0,0,0,0,manual
918,1,motorcycle,496.88,456.64,529.26,485.13,0,0,0,0,manual
919,1,motorcycle,498.06,456.43,530.44,484.92,0,0,0,0,manual
920,1,motorcycle,499.25,456.21,531.63,484.7,0,0,0,0,manual
921,1,motorcycle,500.44,456.0,532.82,484.49,0,0,0,0,manual
922,1,motorcycle,501.63,455.78,534.0,484.27,0,0,0,0,manual
923,1,motorcycle,502.81,455.56,535.19,484.05,0,0,0,0,manual
924,1,motorcycle,504.0,455.35,536.38,483.84,0,0,0,0,manual
925,1,motorcycle,505.19,455.13,537.57,483.62,0,0,0,0,manual
926,1,motorcycle,506.37,454.92,538.75,483.41,0,0,0,0,manual
927,1,motorcycle,507.56,454.7,539.94,483.19,0,0,0,0,manual
928,1,motorcycle,508.75,454.49,541.13,482.98,0,0,0,0,manual
929,1,motorcycle,509.94,454.27,542.31,482.76,0,0,0,0,manual
930,1,motorcycle,511.12,454.05,543.5,482.54,0,0,0,0,manual
931,1,motorcycle,512.31,453.84,544.69,482.33,0,0,0,0,manual
932,1,motorcycle,513.5,453.62,545.87,482.11,0,0,0,0,manual
933,1,motorcycle,514.68,453.41,547.06,481.9,0,0,0,0,manual
934,1,motorcycle,515.87,453.19,548.25,481.68,0,0,0,0,manual
935,1,motorcycle,517.06,452.97,549.43,481.46,0,0,0,0,manual
936,1,motorcycle,518.25,452.76,550.62,481.25,0,0,0,0,manual
937,1,motorcycle,519.43,452.54,551.81,481.03,0,0,0,0,manual
938,1,motorcycle,520.62,452.33,553.0,480.82,0,0,0,0,manual
939,1,motorcycle,521.81,452.11,554.18,480.6,0,0,0,0,manual
940,1,motorcycle,523.0,451.89,555.37,480.38,0,0,0,0,manual
941,1,motorcycle,524.18,451.68,556.56,480.17,0,0,0,0,manual
942,1,motorcycle,525.37,451.46,557.74,479.95,0,0,0,0,manual
943,1,motorcycle,526.56,451.25,558.93,479.74,0,0,0,0,manual
944,1,motorcycle,527.74,451.03,560.12,479.52,0,0,0,0,manual
945,1,motorcycle,528.93,450.82,561.31,479.31,0,0,0,0,manual
946,1,motorcycle,530.12,450.6,562.49,479.09,0,0,0,0,manual
947,1,motorcycle,531.31,450.38,563.68,478.87,0,0,0,0,manual
948,1,motorcycle,532.49,450.17,564.87,478.66,0,0,0,0,manual
949,1,motorcycle,533.68,449.95,566.05,478.44,0,0,0,0,manual
950,1,motorcycle,534.87,449.74,567.24,478.23,0,0,0,0,manual
951,1,motorcycle,536.05,449.52,568.43,478.01,0,0,0,0,manual
952,1,motorcycle,537.24,449.31,569.61,477.8,0,0,0,0,manual
953,1,motorcycle,538.43,449.09,570.8,477.58,0,0,0,0,manual
954,1,motorcycle,539.62,448.87,571.99,477.36,0,0,0,0,manual
955,1,motorcycle,540.8,448.66,573.17,477.15,0,0,0,0,manual
956,1,motorcycle,541.99,448.44,574.36,476.93,0,0,0,0,manual
957,1,motorcycle,543.18,448.23,575.55,476.72,0,0,0,0,manual
958,1,motorcycle,544.36,448.01,576.74,476.5,0,0,0,0,manual
959,1,motorcycle,545.55,447.79,577.92,476.28,0,0,0,0,manual
960,1,motorcycle,546.74,447.58,579.11,476.07,0,0,0,0,manual
961,1,motorcycle,547.93,447.36,580.3,475.85,0,0,0,0,manual
962,1,motorcycle,549.11,447.15,581.48,475.64,0,0,0,0,manual
963,1,motorcycle,550.3,446.93,582.67,475.42,0,0,0,0,manual
964,1,motorcycle,551.49,446.72,583.86,475.21,0,0,0,0,manual
965,1,motorcycle,552.67,446.5,585.05,474.99,0,0,0,0,manual
966,1,motorcycle,553.86,446.28,586.23,474.77,0,0,0,0,manual
967,1,motorcycle,555.05,446.07,587.42,474.56,0,0,0,0,manual
968,1,motorcycle,556.24,445.85,588.61,474.34,0,0,0,0,manual
969,1,motorcycle,557.42,445.64,589.79,474.13,0,0,0,0,manual
970,1,motorcycle,558.61,445.42,590.98,473.91,0,0,1,0,manual
971,1,motorcycle,559.61,445.48,591.98,473.97,0,0,0,0,manual
972,1,motorcycle,560.62,445.55,592.99,474.04,0,0,0,0,manual
973,1,motorcycle,561.62,445.61,593.99,474.1,0,0,0,0,manual
974,1,motorcycle,562.62,445.68,594.99,474.17,0,0,0,0,manual
975,1,motorcycle,563.63,445.74,596.0,474.23,0,0,0,0,manual
976,1,motorcycle,564.63,445.81,597.0,474.3,0,0,0,0,manual
977,1,motorcycle,565.63,445.87,598.0,474.36,0,0,0,0,manual
978,1,motorcycle,566.64,445.94,599.01,474.43,0,0,0,0,manual
979,1,motorcycle,567.64,446.0,600.01,474.49,0,0,0,0,manual
980,1,motorcycle,568.64,446.07,601.01,474.56,0,0,0,0,manual
981,1,motorcycle,569.65,446.13,602.02,474.62,0,0,0,0,manual
982,1,motorcycle,570.65,446.2,603.02,474.69,0,0,0,0,manual
983,1,motorcycle,571.66,446.26,604.03,474.75,0,0,0,0,manual
984,1,motorcycle,572.66,446.33,605.03,474.82,0,0,0,0,manual
985,1,motorcycle,573.66,446.39,606.03,474.88,0,0,0,0,manual
986,1,motorcycle,574.67,446.46,607.04,474.95,0,0,0,0,manual
987,1,motorcycle,575.67,446.52,608.04,475.01,0,0,0,0,manual
988,1,motorcycle,576.67,446.59,609.04,475.08,0,0,0,0,manual
989,1,motorcycle,577.68,446.65,610.05,475.14,0,0,0,0,manual
990,1,motorcycle,578.68,446.72,611.05,475.21,0,0,0,0,manual
991,1,motorcycle,579.68,446.78,612.05,475.27,0,0,0,0,manual
992,1,motorcycle,580.69,446.84,613.06,475.33,0,0,0,0,manual
993,1,motorcycle,581.69,446.91,614.06,475.4,0,0,0,0,manual
994,1,motorcycle,582.69,446.97,615.06,475.46,0,0,0,0,manual
995,1,motorcycle,583.7,447.04,616.07,475.53,0,0,0,0,manual
996,1,motorcycle,584.7,447.1,617.07,475.59,0,0,0,0,manual
997,1,motorcycle,585.7,447.17,618.07,475.66,0,0,0,0,manual
998,1,motorcycle,586.71,447.23,619.08,475.72,0,0,0,0,manual
999,1,motorcycle,587.71,447.3,620.08,475.79,0,0,0,0,manual
1000,1,motorcycle,588.72,447.36,621.09,475.85,0,0,0,0,manual
1001,1,motorcycle,589.72,447.43,622.09,475.92,0,0,0,0,manual
1002,1,motorcycle,590.72,447.49,623.09,475.98,0,0,0,0,manual
1003,1,motorcycle,591.73,447.56,624.1,476.05,0,0,0,0,manual
1004,1,motorcycle,592.73,447.62,625.1,476.11,0,0,0,0,manual
1005,1,motorcycle,593.73,447.69,626.1,476.18,0,0,0,0,manual
1006,1,motorcycle,594.74,447.75,627.11,476.24,0,0,0,0,manual
1007,1,motorcycle,595.74,447.82,628.11,476.31,0,0,0,0,manual
1008,1,motorcycle,596.74,447.88,629.11,476.37,0,0,0,0,manual
1009,1,motorcycle,597.75,447.95,630.12,476.44,0,0,0,0,manual
1010,1,motorcycle,598.75,448.01,631.12,476.5,0,0,1,0,manual
1011,1,motorcycle,599.81,447.93,632.18,476.42,0,0,0,0,manual
1012,1,motorcycle,600.87,447.85,633.24,476.34,0,0,0,0,manual
1013,1,motorcycle,601.94,447.78,634.31,476.27,0,0,0,0,manual
1014,1,motorcycle,603.0,447.7,635.37,476.19,0,0,0,0,manual
1015,1,motorcycle,604.06,447.62,636.43,476.11,0,0,0,0,manual
1016,1,motorcycle,605.12,447.54,637.49,476.03,0,0,0,0,manual
1017,1,motorcycle,606.18,447.47,638.55,475.96,0,0,0,0,manual
1018,1,motorcycle,607.24,447.39,639.62,475.88,0,0,0,0,manual
1019,1,motorcycle,608.31,447.31,640.68,475.8,0,0,0,0,manual
1020,1,motorcycle,609.37,447.23,641.74,475.72,0,0,0,0,manual
1021,1,motorcycle,610.43,447.16,642.8,475.65,0,0,0,0,manual
1022,1,motorcycle,611.49,447.08,643.86,475.57,0,0,0,0,manual
1023,1,motorcycle,612.55,447.0,644.93,475.49,0,0,0,0,manual
1024,1,motorcycle,613.62,446.92,645.99,475.41,0,0,0,0,manual
1025,1,motorcycle,614.68,446.85,647.05,475.34,0,0,0,0,manual
1026,1,motorcycle,615.74,446.77,648.11,475.26,0,0,0,0,manual
1027,1,motorcycle,616.8,446.69,649.17,475.18,0,0,0,0,manual
1028,1,motorcycle,617.86,446.61,650.24,475.1,0,0,0,0,manual
1029,1,motorcycle,618.92,446.54,651.3,475.03,0,0,0,0,manual
1030,1,motorcycle,619.99,446.46,652.36,474.95,0,0,0,0,manual
1031,1,motorcycle,621.05,446.38,653.42,474.87,0,0,0,0,manual
1032,1,motorcycle,622.11,446.3,654.48,474.79,0,0,0,0,manual
1033,1,motorcycle,623.17,446.23,655.55,474.72,0,0,0,0,manual
1034,1,motorcycle,624.23,446.15,656.61,474.64,0,0,0,0,manual
1035,1,motorcycle,625.3,446.07,657.67,474.56,0,0,0,0,manual
1036,1,motorcycle,626.36,445.99,658.73,474.48,0,0,0,0,manual
1037,1,motorcycle,627.42,445.91,659.79,474.4,0,0,0,0,manual
1038,1,motorcycle,628.48,445.84,660.86,474.33,0,0,0,0,manual
1039,1,motorcycle,629.54,445.76,661.92,474.25,0,0,0,0,manual
1040,1,motorcycle,630.6,445.68,662.98,474.17,0,0,0,0,manual
1041,1,motorcycle,631.67,445.6,664.04,474.09,0,0,0,0,manual
1042,1,motorcycle,632.73,445.53,665.1,474.02,0,0,0,0,manual
1043,1,motorcycle,633.79,445.45,666.17,473.94,0,0,0,0,manual
1044,1,motorcycle,634.85,445.37,667.23,473.86,0,0,0,0,manual
1045,1,motorcycle,635.91,445.29,668.29,473.78,0,0,0,0,manual
1046,1,motorcycle,636.97,445.22,669.35,473.71,0,0,0,0,manual
1047,1,motorcycle,638.04,445.14,670.41,473.63,0,0,0,0,manual
1048,1,motorcycle,639.1,445.06,671.48,473.55,0,0,0,0,manual
1049,1,motorcycle,640.16,444.98,672.54,473.47,0,0,0,0,manual
1050,1,motorcycle,641.22,444.91,673.6,473.4,0,0,0,0,manual
1051,1,motorcycle,642.28,444.83,674.66,473.32,0,0,0,0,manual
1052,1,motorcycle,643.35,444.75,675.72,473.24,0,0,0,0,manual
1053,1,motorcycle,644.41,444.67,676.79,473.16,0,0,0,0,manual
1054,1,motorcycle,645.47,444.6,677.85,473.09,0,0,0,0,manual
1055,1,motorcycle,646.53,444.52,678.91,473.01,0,0,0,0,manual
1056,1,motorcycle,647.59,444.44,679.97,472.93,0,0,0,0,manual
1057,1,motorcycle,648.65,444.36,681.03,472.85,0,0,0,0,manual
1058,1,motorcycle,649.72,444.29,682.1,472.78,0,0,0,0,manual
1059,1,motorcycle,650.78,444.21,683.16,472.7,0,0,0,0,manual
1060,1,motorcycle,651.84,444.13,684.22,472.62,0,0,1,0,manual
1061,1,motorcycle,652.7,444.41,685.08,472.9,0,0,0,0,manual
1062,1,motorcycle,653.57,444.69,685.95,473.18,0,0,0,0,manual
1063,1,motorcycle,654.43,444.97,686.81,473.46,0,0,0,0,manual
1064,1,motorcycle,655.29,445.25,687.67,473.74,0,0,0,0,manual
1065,1,motorcycle,656.16,445.53,688.54,474.02,0,0,0,0,manual
1066,1,motorcycle,657.02,445.81,689.4,474.3,0,0,0,0,manual
1067,1,motorcycle,657.88,446.09,690.26,474.58,0,0,0,0,manual
1068,1,motorcycle,658.75,446.37,691.13,474.86,0,0,0,0,manual
1069,1,motorcycle,659.61,446.66,691.99,475.15,0,0,0,0,manual
1070,1,motorcycle,660.47,446.94,692.85,475.43,0,0,0,0,manual
1071,1,motorcycle,661.34,447.22,693.71,475.71,0,0,0,0,manual
1072,1,motorcycle,662.2,447.5,694.58,475.99,0,0,0,0,manual
1073,1,motorcycle,663.07,447.78,695.44,476.27,0,0,0,0,manual
1074,1,motorcycle,663.93,448.06,696.3,476.55,0,0,0,0,manual
1075,1,motorcycle,664.79,448.34,697.17,476.83,0,0,0,0,manual
1076,1,motorcycle,665.66,448.62,698.03,477.11,0,0,0,0,manual
1077,1,motorcycle,666.52,448.9,698.89,477.39,0,0,0,0,manual
1078,1,motorcycle,667.38,449.18,699.76,477.67,0,0,0,0,manual
1079,1,motorcycle,668.25,449.46,700.62,477.95,0,0,0,0,manual
1080,1,motorcycle,669.11,449.74,701.48,478.23,0,0,1,0,manual
1081,1,motorcycle,669.58,449.44,701.96,477.93,0,0,0,0,manual
1082,1,motorcycle,670.06,449.14,702.43,477.63,0,0,0,0,manual
1083,1,motorcycle,670.53,448.83,702.91,477.32,0,0,0,0,manual
1084,1,motorcycle,671.01,448.53,703.38,477.02,0,0,0,0,manual
1085,1,motorcycle,671.48,448.23,703.86,476.72,0,0,0,0,manual
1086,1,motorcycle,671.96,447.93,704.33,476.42,0,0,0,0,manual
1087,1,motorcycle,672.43,447.63,704.81,476.12,0,0,0,0,manual
1088,1,motorcycle,672.91,447.32,705.28,475.81,0,0,0,0,manual
1089,1,motorcycle,673.38,447.02,705.76,475.51,0,0,0,0,manual
1090,1,motorcycle,673.86,446.72,706.23,475.21,0,0,1,0,manual
1091,1,motorcycle,674.66,445.92,707.03,474.41,0,0,0,0,manual
1092,1,motorcycle,675.46,445.12,707.83,473.61,0,0,0,0,manual
1093,1,motorcycle,676.26,444.32,708.63,472.81,0,0,0,0,manual
1094,1,motorcycle,677.05,443.53,709.42,472.02,0,0,0,0,manual
1095,1,motorcycle,677.85,442.73,710.22,471.22,0,0,0,0,manual
1096,1,motorcycle,678.65,441.93,711.02,470.42,0,0,0,0,manual
1097,1,motorcycle,679.45,441.13,711.82,469.62,0,0,0,0,manual
1098,1,motorcycle,680.25,440.33,712.62,468.82,0,0,0,0,manual
1099,1,motorcycle,681.05,439.53,713.42,468.02,0,0,0,0,manual
1100,1,motorcycle,681.85,438.73,714.22,467.22,0,0,0,0,manual
1101,1,motorcycle,682.64,437.93,715.02,466.42,0,0,0,0,manual
1102,1,motorcycle,683.44,437.14,715.81,465.63,0,0,0,0,manual
1103,1,motorcycle,684.24,436.34,716.61,464.83,0,0,0,0,manual
1104,1,motorcycle,685.04,435.54,717.41,464.03,0,0,0,0,manual
1105,1,motorcycle,685.84,434.74,718.21,463.23,0,0,0,0,manual
1106,1,motorcycle,686.64,433.94,719.01,462.43,0,0,0,0,manual
1107,1,motorcycle,687.43,433.14,719.81,461.63,0,0,0,0,manual
1108,1,motorcycle,688.23,432.34,720.61,460.83,0,0,0,0,manual
1109,1,motorcycle,689.03,431.55,721.4,460.04,0,0,0,0,manual
1110,1,motorcycle,689.83,430.75,722.2,459.24,0,0,0,0,manual
1111,1,motorcycle,690.63,429.95,723.0,458.44,0,0,0,0,manual
1112,1,motorcycle,691.43,429.15,723.8,457.64,0,0,0,0,manual
1113,1,motorcycle,692.23,428.35,724.6,456.84,0,0,0,0,manual
1114,1,motorcycle,693.02,427.55,725.4,456.04,0,0,0,0,manual
1115,1,motorcycle,693.82,426.75,726.2,455.24,0,0,0,0,manual
1116,1,motorcycle,694.62,425.95,727.0,454.44,0,0,0,0,manual
1117,1,motorcycle,695.42,425.16,727.79,453.65,0,0,0,0,manual
1118,1,motorcycle,696.22,424.36,728.59,452.85,0,0,0,0,manual
1119,1,motorcycle,697.02,423.56,729.39,452.05,0,0,0,0,manual
1120,1,motorcycle,697.82,422.76,730.19,451.25,0,0,0,0,manual
1121,1,motorcycle,698.61,421.96,730.99,450.45,0,0,0,0,manual
1122,1,motorcycle,699.41,421.16,731.79,449.65,0,0,0,0,manual
1123,1,motorcycle,700.21,420.36,732.59,448.85,0,0,0,0,manual
1124,1,motorcycle,701.01,419.57,733.38,448.06,0,0,0,0,manual
1125,1,motorcycle,701.81,418.77,734.18,447.26,0,0,0,0,manual
1126,1,motorcycle,702.61,417.97,734.98,446.46,0,0,0,0,manual
1127,1,motorcycle,703.4,417.17,735.78,445.66,0,0,0,0,manual
1128,1,motorcycle,704.2,416.37,736.58,444.86,0,0,0,0,manual
1129,1,motorcycle,705.0,415.57,737.38,444.06,0,0,0,0,manual
1130,1,motorcycle,705.8,414.77,738.18,443.26,0,0,0,0,manual
