frame,track_id,class_name,xtl,ytl,xbr,ybr,is_dangerous,sample_weight
5076,1787,car,924.42,453.4,957.92,475.18,1,10.0
5076,1765,car,693.29,508.33,743.92,543.03,0,3.0
5077,1787,car,924.53,453.44,957.83,474.99,1,10.0
5077,1765,car,693.34,508.53,743.61,543.07,0,3.0
5088,1787,car,923.51,453.86,957.7,475.85,1,10.0
5088,1765,car,693.19,506.81,743.99,543.34,0,3.0
5089,1787,car,923.5,453.88,957.69,475.72,1,10.0
5089,1765,car,692.98,506.33,743.99,543.28,0,3.0
5091,1787,car,923.65,453.99,957.53,475.34,1,10.0
5091,1765,car,693.18,505.21,743.74,542.53,0,3.0
5093,1787,car,923.28,454.06,957.44,476.09,1,10.0
5093,1765,car,693.3,504.61,743.24,541.48,0,3.0
5094,1787,car,923.11,454.08,957.41,476.31,1,10.0
5094,1765,car,693.4,504.76,743.17,541.71,0,3.0
5096,1787,car,923.61,454.07,957.33,475.56,1,10.0
5096,1765,car,693.5,505.75,743.08,542.07,0,3.0
5097,1787,car,924.12,454.09,957.32,475.03,1,10.0
5097,1765,car,693.4,506.64,742.83,542.49,0,3.0
5098,1787,car,924.24,454.12,957.34,474.83,1,10.0
5098,1765,car,693.27,507.86,742.66,542.61,0,3.0
5099,1787,car,924.41,454.18,957.31,474.76,1,10.0
5099,1765,car,693.32,507.57,742.73,542.36,0,3.0
5100,1787,car,924.35,454.19,957.32,474.78,1,10.0
5100,1765,car,693.62,507.35,742.92,541.08,0,3.0
5101,1787,car,924.16,454.19,957.32,474.8,1,10.0
5101,1765,car,694.03,507.53,743.07,540.15,0,3.0
5102,1787,car,924.11,454.18,957.37,474.69,1,10.0
5102,1765,car,694.12,507.58,743.02,539.57,0,3.0
5103,1787,car,923.9,454.15,957.35,474.74,1,10.0
5103,1765,car,694.09,507.5,742.88,539.33,0,3.0
5104,1787,car,923.77,454.13,957.35,474.76,1,10.0
5104,1765,car,693.89,508.28,742.74,540.29,0,3.0
5105,1787,car,923.73,454.1,957.34,474.76,1,10.0
5105,1765,car,693.69,508.84,742.65,541.02,0,3.0
5106,1787,car,923.71,454.11,957.33,474.76,1,10.0
5106,1765,car,693.56,509.18,742.58,541.37,0,3.0
5107,1787,car,923.67,454.1,957.33,474.76,1,10.0
5107,1765,car,693.4,509.39,742.53,541.79,0,3.0
5108,1787,car,923.62,454.11,957.38,474.81,1,10.0
5108,1765,car,693.39,509.44,742.48,542.0,0,3.0
5109,1787,car,923.66,454.1,957.41,474.78,1,10.0
5109,1765,car,693.44,509.5,742.45,542.14,0,3.0
5110,1787,car,923.56,454.13,957.45,474.86,1,10.0
5110,1765,car,693.57,509.57,742.44,542.18,0,3.0
5111,1787,car,923.47,454.17,957.48,474.91,1,10.0
5111,1765,car,693.61,509.53,742.45,542.18,0,3.0
5112,1787,car,923.42,454.19,957.49,474.94,1,10.0
5112,1765,car,693.61,509.51,742.46,542.11,0,3.0
5113,1787,car,923.44,454.2,957.51,474.9,1,10.0
5113,1765,car,693.61,509.58,742.46,542.14,0,3.0
5114,1787,car,923.36,454.21,957.48,474.81,1,10.0
5114,1765,car,693.64,509.6,742.45,542.32,0,3.0
5115,1787,car,923.25,454.22,957.43,474.87,1,10.0
5115,1765,car,693.64,509.59,742.46,542.56,0,3.0
5116,1787,car,923.21,454.16,957.42,474.7,1,10.0
5116,1765,car,693.7,509.64,742.47,542.74,0,3.0
5117,1787,car,923.19,454.14,957.41,474.67,1,10.0
5117,1765,car,693.73,509.65,742.48,542.92,0,3.0
5118,1787,car,923.15,454.11,957.41,474.65,1,10.0
5118,1765,car,693.73,509.76,742.46,543.0,0,3.0
5119,1787,car,923.22,454.09,957.41,474.6,1,10.0
5119,1765,car,693.66,509.85,742.43,543.14,0,3.0
5120,1787,car,923.32,454.07,957.41,474.56,1,10.0
5120,1765,car,693.63,509.87,742.45,542.99,0,3.0
5121,1787,car,923.64,454.04,957.43,474.56,1,10.0
5121,1765,car,693.58,509.87,742.46,542.83,0,3.0
5122,1787,car,923.93,454.17,957.44,474.54,1,10.0
5122,1765,car,693.53,509.85,742.47,542.66,0,3.0
5123,1787,car,924.11,454.23,957.42,474.51,1,10.0
5123,1765,car,693.51,509.93,742.48,542.96,0,3.0
5124,1787,car,923.92,454.25,957.4,474.91,1,10.0
5124,1765,car,693.5,509.98,742.49,543.1,0,3.0
5125,1787,car,924.12,454.25,957.4,474.74,1,10.0
5125,1765,car,693.49,510.03,742.48,543.15,0,3.0
5126,1787,car,924.15,454.24,957.41,474.7,1,10.0
5126,1765,car,693.45,510.02,742.48,543.08,0,3.0
5127,1787,car,924.32,454.29,957.43,474.54,1,10.0
5127,1765,car,693.1,507.5,742.5,542.99,0,3.0
5128,1787,car,924.42,454.34,957.46,474.46,1,10.0
5128,1765,car,693.01,506.35,742.51,542.86,0,3.0
5129,1787,car,924.49,454.36,957.45,474.43,1,10.0
5129,1765,car,692.98,505.67,742.14,541.84,0,3.0
5130,1787,car,924.54,454.4,957.43,474.38,1,10.0
5130,1765,car,693.04,505.91,742.5,542.05,0,3.0
5131,1787,car,924.5,454.35,957.42,474.4,1,10.0
5131,1765,car,692.88,506.46,743.18,543.22,0,3.0
5132,1787,car,924.58,454.38,957.46,474.4,1,10.0
5132,1765,car,692.6,507.03,744.14,546.83,0,3.0
5133,1787,car,924.46,454.34,957.47,474.48,1,10.0
5133,1765,car,692.87,508.12,743.52,545.42,0,3.0
5134,1787,car,924.42,454.33,957.47,474.49,1,10.0
5134,1765,car,692.86,507.83,743.91,544.3,0,3.0
5135,1787,car,924.0,454.35,957.4,474.89,1,10.0
5135,1765,car,693.02,508.64,743.35,543.81,0,3.0
5136,1787,car,923.69,454.34,957.34,475.28,1,10.0
5136,1765,car,693.22,509.16,743.01,543.43,0,3.0
5137,1787,car,923.38,454.35,957.31,475.83,1,10.0
5137,1765,car,693.34,509.51,742.83,543.06,0,3.0
5138,1787,car,923.24,454.33,957.3,475.95,1,10.0
5138,1765,car,693.43,509.8,742.7,542.71,0,3.0
5139,1787,car,923.26,454.34,957.29,475.86,1,10.0
5139,1765,car,692.94,508.91,744.49,544.11,0,3.0
5140,1787,car,923.3,454.38,957.24,475.65,1,10.0
5140,1765,car,692.67,508.68,745.5,546.59,0,3.0
5141,1787,car,923.26,454.39,957.22,475.56,1,10.0
5141,1765,car,692.38,508.32,746.33,547.58,0,3.0
5142,1787,car,923.32,454.4,957.2,475.46,1,10.0
5142,1765,car,692.24,508.68,747.8,550.84,0,3.0
5143,1787,car,923.37,454.39,957.21,475.41,1,10.0
5143,1765,car,692.12,508.83,747.8,552.19,0,3.0
5144,1787,car,923.43,454.39,957.18,475.25,1,10.0
5144,1765,car,692.39,508.36,746.98,548.59,0,3.0
5145,1787,car,923.45,454.38,957.3,475.13,1,10.0
5145,1765,car,692.64,508.24,746.49,546.25,0,3.0
5146,1787,car,923.45,454.37,957.29,475.08,1,10.0
5146,1765,car,692.86,508.25,745.95,544.85,0,3.0
5147,1787,car,923.46,454.38,957.31,475.01,1,10.0
5147,1765,car,693.04,508.31,745.84,544.04,0,3.0
5148,1787,car,923.44,454.38,957.44,475.0,1,10.0
5148,1765,car,693.13,508.16,745.51,543.38,0,3.0
5149,1787,car,923.43,454.38,957.54,474.99,1,10.0
5149,1765,car,693.16,508.09,744.74,542.99,0,3.0
5150,1787,car,923.42,454.39,957.56,474.98,1,10.0
5150,1765,car,693.12,507.95,744.43,542.48,0,3.0
5151,1787,car,923.43,454.38,957.59,474.96,1,10.0
5151,1765,car,693.18,507.71,744.32,541.41,0,3.0
5152,1787,car,923.42,454.36,957.65,475.13,1,10.0
5152,1765,car,692.44,504.07,743.91,541.35,0,3.0
5153,1787,car,923.37,454.33,957.67,475.17,1,10.0
5153,1765,car,692.62,506.29,743.39,541.61,0,3.0
5154,1787,car,923.24,454.27,957.65,475.19,1,10.0
5154,1765,car,692.83,506.74,743.28,541.79,0,3.0
5155,1787,car,923.21,454.32,957.6,475.1,1,10.0
5155,1765,car,692.92,508.04,743.0,542.05,0,3.0
5156,1787,car,923.24,454.36,957.59,475.01,1,10.0
5156,1765,car,692.99,508.84,742.81,542.0,0,3.0
5157,1787,car,923.22,454.38,957.54,475.02,1,10.0
5157,1765,car,693.04,509.36,742.67,542.1,0,3.0
5158,1787,car,923.29,454.4,957.6,475.09,1,10.0
5158,1765,car,693.07,509.68,742.59,542.16,0,3.0
5159,1787,car,923.35,454.4,957.58,475.01,1,10.0
5159,1765,car,693.09,509.89,742.55,542.23,0,3.0
5160,1787,car,923.47,454.42,957.6,475.06,1,10.0
5160,1765,car,693.13,510.04,742.57,542.45,0,3.0
5161,1787,car,923.56,454.47,957.61,475.12,1,10.0
5161,1765,car,693.16,510.12,742.6,542.57,0,3.0
5162,1787,car,923.59,454.51,957.64,475.21,1,10.0
5162,1765,car,693.2,510.16,742.62,542.61,0,3.0
5163,1787,car,923.61,454.52,957.66,475.25,1,10.0
5163,1765,car,693.1,510.49,742.82,547.97,0,3.0
5164,1787,car,923.64,454.53,957.68,475.27,1,10.0
5164,1765,car,693.12,510.35,742.73,546.11,0,3.0
5165,1787,car,923.59,454.52,957.68,475.29,1,10.0
5165,1765,car,693.23,510.29,742.68,545.05,0,3.0
5167,1787,car,923.8,454.61,957.71,475.95,1,10.0
5167,1765,car,693.29,510.59,743.85,550.85,0,3.0
5168,1787,car,923.82,454.63,957.71,476.14,1,10.0
5168,1765,car,693.41,510.28,743.4,547.81,0,3.0
5169,1787,car,923.79,454.66,957.7,476.38,1,10.0
5169,1765,car,693.58,510.17,743.15,546.19,0,3.0
5170,1787,car,923.77,454.67,957.7,476.5,1,10.0
5170,1765,car,693.66,510.07,742.99,545.1,0,3.0
5171,1787,car,923.72,454.65,957.68,476.62,1,10.0
5171,1765,car,693.76,510.05,742.89,544.74,0,3.0
5172,1787,car,923.7,454.61,957.67,476.59,1,10.0
5172,1765,car,693.78,509.99,742.84,544.51,0,3.0
5173,1787,car,923.71,454.6,957.76,476.48,1,10.0
5173,1765,car,693.25,505.11,743.15,544.08,0,3.0
5174,1787,car,923.62,454.63,957.85,476.58,1,10.0
5174,1765,car,692.59,501.18,743.3,543.69,0,3.0
5175,1787,car,923.53,454.63,957.9,476.63,1,10.0
5175,1765,car,692.31,499.81,743.96,548.49,0,3.0
5176,1787,car,923.56,454.62,957.92,476.63,1,10.0
5176,1765,car,692.09,498.97,743.99,546.39,0,3.0
5177,1787,car,923.58,454.62,957.93,476.71,1,10.0
5177,1765,car,692.13,498.84,743.85,545.3,0,3.0
5178,1787,car,923.76,454.59,957.96,476.45,1,10.0
5178,1765,car,692.35,499.93,743.66,544.78,0,3.0
5179,1787,car,923.83,454.58,957.98,476.2,1,10.0
5179,1765,car,692.61,500.43,743.42,544.59,0,3.0
5180,1787,car,923.9,454.56,957.99,476.05,1,10.0
5180,1765,car,692.74,500.29,743.17,544.58,0,3.0
5181,1787,car,924.02,454.54,958.0,475.98,1,10.0
5181,1765,car,692.95,499.76,743.06,544.21,0,3.0
5182,1787,car,924.11,454.54,958.04,475.95,1,10.0
5182,1765,car,692.87,498.76,743.01,544.0,0,3.0
5183,1787,car,924.16,454.53,958.07,475.97,1,10.0
5183,1765,car,692.87,498.04,743.01,543.89,0,3.0
5184,1787,car,924.07,454.59,958.06,476.1,1,10.0
5184,1765,car,692.96,497.3,743.02,543.77,0,3.0
5185,1787,car,924.06,454.8,958.1,476.01,1,10.0
5185,1765,car,693.02,497.45,743.01,543.43,0,3.0
5186,1787,car,924.28,455.0,958.12,475.85,1,10.0
5186,1765,car,692.73,496.46,743.01,543.02,0,3.0
5187,1787,car,924.42,455.02,958.15,475.82,1,10.0
5187,1765,car,692.96,497.22,743.01,543.07,0,3.0
5188,1787,car,924.54,455.14,958.16,475.79,1,10.0
5188,1765,car,691.96,494.51,742.76,540.88,0,3.0
5189,1787,car,924.64,455.22,958.17,475.77,1,10.0
5189,1765,car,692.06,495.02,742.82,541.44,0,3.0
5190,1787,car,924.65,455.27,958.18,475.75,1,10.0
5190,1765,car,692.47,495.18,742.43,539.54,0,3.0
5191,1787,car,924.71,455.29,958.18,475.66,1,10.0
5191,1765,car,692.5,495.32,742.63,541.69,0,3.0
5192,1787,car,924.76,455.29,958.19,475.61,1,10.0
5192,1765,car,692.39,494.63,742.22,540.36,0,3.0
5193,1787,car,924.78,455.3,958.2,475.61,1,10.0
5193,1765,car,692.56,495.52,742.02,539.92,0,3.0
5194,1787,car,924.76,455.31,958.21,475.65,1,10.0
5194,1765,car,692.88,496.82,741.94,539.32,0,3.0
5195,1787,car,924.75,455.31,958.22,475.66,1,10.0
5195,1765,car,692.8,498.42,742.33,540.97,0,3.0
5196,1787,car,924.7,455.3,958.22,475.71,1,10.0
5196,1765,car,692.74,497.62,742.55,542.15,0,3.0
5197,1787,car,924.69,455.29,958.21,475.72,1,10.0
5197,1765,car,692.77,496.31,743.05,547.0,0,3.0
5198,1787,car,924.66,455.28,958.21,475.69,1,10.0
5198,1765,car,692.72,497.49,743.0,546.23,0,3.0
5199,1787,car,924.64,455.28,958.18,475.7,1,10.0
5199,1765,car,692.97,498.62,743.0,545.66,0,3.0
5200,1787,car,924.68,455.24,958.19,475.67,1,10.0
5200,1765,car,693.12,498.67,742.95,545.42,0,3.0
5201,1787,car,924.85,455.2,958.19,475.65,1,10.0
5201,1765,car,693.17,503.03,742.96,545.75,0,3.0
5202,1787,car,924.92,455.2,958.33,475.67,1,10.0
5202,1765,car,693.09,500.94,742.97,545.91,0,3.0
5203,1787,car,924.95,455.24,958.39,475.68,1,10.0
5203,1765,car,693.15,504.42,742.94,546.29,0,3.0
5204,1787,car,924.96,455.24,958.41,475.59,1,10.0
5204,1765,car,692.72,500.05,743.39,548.51,0,3.0
5205,1787,car,925.0,455.27,958.41,475.52,1,10.0
5205,1765,car,692.47,497.46,743.45,548.38,0,3.0
5206,1787,car,924.94,455.28,958.39,475.47,1,10.0
5206,1765,car,692.61,496.33,743.78,550.85,0,3.0
5207,1787,car,924.89,455.3,958.38,475.44,1,10.0
5207,1765,car,692.32,493.7,744.05,552.9,0,3.0
5208,1787,car,924.87,455.31,958.37,475.38,1,10.0
5208,1765,car,692.12,491.98,743.71,550.36,0,3.0
5209,1787,car,924.9,455.25,958.38,475.41,1,10.0
5209,1765,car,692.56,495.64,743.39,548.19,0,3.0
5210,1787,car,924.9,455.22,958.36,475.5,1,10.0
5210,1765,car,692.61,500.11,743.19,547.34,0,3.0
5211,1787,car,924.9,455.07,958.31,475.44,1,10.0
5211,1765,car,692.78,494.92,743.07,546.3,0,3.0
5212,1787,car,924.9,454.96,958.29,475.39,1,10.0
5212,1765,car,692.9,491.14,743.0,545.77,0,3.0
5213,1787,car,924.88,454.89,958.26,475.36,1,10.0
5213,1765,car,693.05,496.94,742.98,546.24,0,3.0
5214,1787,car,924.2,454.88,958.28,476.88,1,10.0
5214,1765,car,693.17,500.9,743.06,546.33,0,3.0
5215,1787,car,924.04,454.82,958.27,476.46,1,10.0
5215,1765,car,693.15,503.95,743.08,548.19,0,3.0
5216,1787,car,924.29,454.76,958.29,475.88,1,10.0
5216,1765,car,693.16,505.88,742.98,549.19,0,3.0
5217,1787,car,924.36,454.72,958.31,475.82,1,10.0
5217,1765,car,693.02,506.6,743.07,549.92,0,3.0
5218,1787,car,924.44,454.59,958.29,475.41,1,10.0
5218,1765,car,693.01,507.16,743.03,550.28,0,3.0
5219,1787,car,924.61,454.51,958.31,475.15,1,10.0
5219,1765,car,692.97,507.67,743.27,550.09,0,3.0
5220,1787,car,924.55,454.46,958.28,475.13,1,10.0
5220,1765,car,693.09,508.04,743.09,549.93,0,3.0
5221,1787,car,924.76,454.29,958.27,474.92,1,10.0
5221,1765,car,693.02,507.85,743.29,549.86,0,3.0
5222,1787,car,924.91,454.18,958.26,474.83,1,10.0
5222,1765,car,692.9,506.97,743.36,549.2,0,3.0
5223,1787,car,925.05,454.12,958.26,474.71,1,10.0
5223,1765,car,693.1,507.45,743.16,548.36,0,3.0
5224,1787,car,925.03,454.06,958.24,474.6,1,10.0
5224,1765,car,692.54,505.05,743.12,547.45,0,3.0
5225,1787,car,925.03,454.04,958.16,474.45,1,10.0
5225,1765,car,692.01,502.72,743.19,546.19,0,3.0
5226,1787,car,925.02,454.05,958.1,474.32,1,10.0
5226,1765,car,691.57,501.65,743.26,545.77,0,3.0
5227,1787,car,925.0,454.05,958.05,474.26,1,10.0
5227,1765,car,692.66,503.9,743.12,542.23,0,3.0
5228,1787,car,925.06,454.04,958.02,474.45,1,10.0
5228,1765,car,693.12,505.12,743.06,540.14,0,3.0
5229,1787,car,925.05,454.02,958.0,474.57,1,10.0
5229,1765,car,693.61,506.11,743.01,538.16,0,3.0
5230,1787,car,925.01,454.0,957.97,474.65,1,10.0
5230,1765,car,693.59,507.02,743.1,540.0,0,3.0
5231,1787,car,924.65,453.94,957.9,474.88,1,10.0
5231,1765,car,691.6,503.48,743.23,539.91,0,3.0
5232,1787,car,924.71,453.95,957.88,474.73,1,10.0
5232,1765,car,692.4,505.37,743.35,540.95,0,3.0
5233,1787,car,924.76,453.95,957.8,474.49,1,10.0
5233,1765,car,692.98,506.61,743.44,541.55,0,3.0
5234,1787,car,924.74,453.96,957.75,474.33,1,10.0
5234,1765,car,693.27,507.48,743.57,542.83,0,3.0
5235,1787,car,924.79,453.96,957.71,474.19,1,10.0
5235,1765,car,693.39,507.93,743.67,542.89,0,3.0
5236,1787,car,924.83,453.96,957.67,474.06,1,10.0
5236,1765,car,693.77,508.19,743.84,543.04,0,3.0
5237,1787,car,924.83,453.92,957.66,474.07,1,10.0
5237,1765,car,694.17,508.3,743.95,542.37,0,3.0
5238,1787,car,924.33,453.85,957.62,474.54,1,10.0
5238,1765,car,694.83,508.28,744.08,539.73,0,3.0
5239,1787,car,924.37,453.81,957.61,474.42,1,10.0
5239,1765,car,694.99,508.3,744.17,540.13,0,3.0
5240,1787,car,924.25,453.8,957.58,474.53,1,10.0
5240,1765,car,695.56,508.18,744.32,537.46,0,3.0
5241,1787,car,923.98,453.8,957.56,474.9,1,10.0
5241,1765,car,695.38,508.26,744.55,537.9,0,3.0
5242,1787,car,923.85,453.77,957.55,475.08,1,10.0
5242,1765,car,695.71,508.22,744.84,536.86,0,3.0
5243,1787,car,923.77,453.75,957.56,475.2,1,10.0
5243,1765,car,696.12,508.17,745.14,535.89,0,3.0
5256,1787,car,923.36,453.55,957.35,475.98,1,10.0
5256,1765,car,699.0,505.0,756.0,540.0,0,3.0
5262,1787,car,923.44,453.59,957.59,475.88,1,10.0
5262,1765,car,1473.66,830.53,1500.46,870.96,0,3.0
5263,1787,car,923.34,453.62,957.62,475.96,1,10.0
5263,1765,car,1473.62,830.55,1500.65,871.14,0,3.0
5264,1787,car,923.15,453.65,957.63,476.14,1,10.0
5264,1765,car,1473.55,830.58,1500.6,871.09,0,3.0
5265,1787,car,922.97,453.68,957.64,476.34,1,10.0
5265,1765,car,1473.45,830.74,1500.62,871.18,0,3.0
5266,1787,car,922.65,453.79,957.57,478.53,1,10.0
5266,1765,car,703.0,504.0,764.0,539.0,0,3.0
5267,1787,car,922.82,453.78,957.59,477.55,1,10.0
5267,1765,car,1473.67,830.92,1500.53,871.1,0,3.0
5268,1787,car,922.94,453.71,957.51,476.8,1,10.0
5268,1765,car,1473.65,830.98,1500.51,871.09,0,3.0
5269,1787,car,923.15,453.68,957.46,476.17,1,10.0
5269,1765,car,1473.63,831.0,1500.44,871.09,0,3.0
5270,1787,car,923.27,453.66,957.39,475.77,1,10.0
5270,1765,car,1473.52,831.13,1500.44,871.08,0,3.0
5271,1787,car,923.32,453.63,957.33,475.64,1,10.0
5271,1765,car,1473.42,831.19,1500.42,871.08,0,3.0
5272,1787,car,923.39,453.71,957.31,475.62,1,10.0
5272,1765,car,1473.4,831.23,1500.4,871.06,0,3.0
5273,1787,car,923.5,453.75,957.32,475.39,1,10.0
5273,1765,car,1473.39,831.26,1500.39,871.05,0,3.0
5274,1787,car,923.72,453.79,957.32,475.06,1,10.0
5274,1765,car,1473.3,831.36,1500.37,871.03,0,3.0
5275,1787,car,923.88,453.8,957.29,474.88,1,10.0
5275,1765,car,1473.26,831.43,1500.34,871.01,0,3.0
5276,1787,car,924.16,453.9,957.41,474.68,1,10.0
5276,1765,car,1473.25,831.42,1500.45,871.02,0,3.0
5277,1787,car,924.39,453.96,957.48,474.55,1,10.0
5277,1765,car,1473.24,831.41,1500.56,871.02,0,3.0
5278,1787,car,924.55,453.99,957.51,474.44,1,10.0
5278,1765,car,1473.27,831.41,1500.67,871.02,0,3.0
5279,1787,car,924.62,454.02,957.54,474.45,1,10.0
5279,1765,car,713.97,504.1,764.16,542.55,0,3.0
5280,1787,car,924.71,454.03,957.55,474.49,1,10.0
5280,1765,car,714.68,503.98,764.77,542.41,0,3.0
5281,1787,car,924.72,454.05,957.54,474.56,1,10.0
5281,1765,car,715.26,503.46,765.33,542.29,0,3.0
5282,1787,car,924.58,454.06,957.51,474.68,1,10.0
5282,1765,car,715.86,502.67,766.45,542.31,0,3.0
5283,1787,car,924.46,454.05,957.47,474.67,1,10.0
5283,1765,car,716.42,502.51,767.29,541.92,0,3.0
5284,1787,car,924.38,454.09,957.39,474.69,1,10.0
5284,1765,car,716.99,502.48,767.76,541.48,0,3.0
5285,1787,car,924.29,454.12,957.35,474.78,1,10.0
5285,1765,car,717.53,502.53,768.13,541.07,0,3.0
5286,1787,car,924.21,454.16,957.32,474.79,1,10.0
5286,1765,car,718.14,502.39,768.94,540.86,0,3.0
5287,1787,car,924.22,454.18,957.32,474.74,1,10.0
5287,1765,car,718.89,502.31,769.59,540.82,0,3.0
5288,1787,car,924.24,454.19,957.34,474.7,1,10.0
5288,1765,car,719.55,502.07,770.35,540.76,0,3.0
5289,1787,car,924.33,454.22,957.38,474.77,1,10.0
5289,1765,car,720.26,502.0,770.85,540.75,0,3.0
5290,1787,car,924.38,454.21,957.38,474.83,1,10.0
5290,1765,car,720.9,501.68,771.5,540.67,0,3.0
5291,1787,car,924.38,454.2,957.29,474.87,1,10.0
5291,1765,car,721.48,501.29,772.11,540.54,0,3.0
5292,1787,car,924.25,454.18,957.21,474.96,1,10.0
5292,1765,car,721.84,501.02,772.61,540.4,0,3.0
5293,1787,car,924.17,454.06,957.16,474.99,1,10.0
5293,1765,car,721.99,500.8,773.14,540.17,0,3.0
5294,1787,car,924.06,453.99,957.06,475.02,1,10.0
5294,1765,car,722.59,500.5,773.63,539.89,0,3.0
5295,1787,car,923.92,453.93,956.98,474.98,1,10.0
5295,1765,car,723.55,500.24,774.27,539.82,0,3.0
5296,1787,car,923.85,453.89,956.95,475.0,1,10.0
5296,1765,car,724.29,500.04,775.0,539.71,0,3.0
5297,1787,car,923.79,453.85,956.91,474.89,1,10.0
5297,1765,car,724.99,499.86,775.62,539.44,0,3.0
5298,1787,car,923.74,453.81,956.89,474.9,1,10.0
5298,1765,car,725.89,499.52,776.3,539.15,0,3.0
5299,1787,car,923.74,453.79,956.86,474.89,1,10.0
5299,1765,car,726.77,499.2,777.01,538.72,0,3.0
5300,1787,car,923.71,453.76,956.86,474.93,1,10.0
5300,1765,car,727.39,498.83,777.93,538.24,0,3.0
5301,1787,car,923.64,453.79,956.87,475.37,1,10.0
5301,1765,car,727.95,498.54,778.62,537.65,0,3.0
5302,1787,car,923.54,453.82,956.91,475.46,1,10.0
5302,1765,car,728.61,498.32,779.34,536.25,0,3.0
5303,1787,car,923.52,453.74,956.95,475.48,1,10.0
5303,1765,car,729.42,498.05,779.97,535.69,0,3.0
5304,1787,car,923.69,453.69,956.98,475.25,1,10.0
5304,1765,car,730.26,497.34,780.7,535.49,0,3.0
5305,1787,car,923.66,453.67,957.0,475.27,1,10.0
5305,1765,car,730.7,497.14,781.41,536.08,0,3.0
5306,1787,car,923.59,453.65,957.01,475.35,1,10.0
5306,1765,car,731.41,497.12,782.27,536.11,0,3.0
5307,1787,car,922.74,453.22,956.99,476.67,1,10.0
5307,1765,car,732.59,496.95,783.45,536.38,0,3.0
5308,1787,car,923.02,453.31,957.0,476.22,1,10.0
5308,1765,car,733.34,496.83,784.23,536.51,0,3.0
5309,1787,car,923.23,453.4,956.99,475.9,1,10.0
5309,1765,car,733.84,496.76,784.91,536.51,0,3.0
5310,1787,car,923.37,453.5,957.17,476.14,1,10.0
5310,1765,car,734.77,496.51,785.59,536.54,0,3.0
5311,1787,car,923.48,453.58,957.22,475.84,1,10.0
5311,1765,car,736.13,497.1,786.35,536.4,0,3.0
5312,1787,car,923.71,453.61,957.27,475.61,1,10.0
5312,1765,car,736.66,495.77,787.88,536.29,0,3.0
5313,1787,car,923.41,453.67,957.29,476.34,1,10.0
5313,1765,car,737.58,496.08,788.47,536.21,0,3.0
5314,1787,car,923.06,453.77,957.3,477.48,1,10.0
5314,1765,car,738.46,496.1,789.15,536.18,0,3.0
5315,1787,car,922.91,453.82,957.31,477.72,1,10.0
5315,1765,car,739.49,495.64,790.21,536.0,0,3.0
181,1,person,1237.65,607.65,1249.54,636.44,1,3.0
181,37,car,1252.12,541.76,1312.08,587.17,0,1.0
124,1,person,1220.99,575.11,1236.26,609.17,1,3.0
124,90,person,1295.54,565.41,1305.8,588.25,0,1.0
204,1,person,1246.34,627.89,1259.24,657.05,1,3.0
204,126,car,1208.96,579.84,1242.18,607.59,0,1.0
194,22,car,1090.9,683.07,1119.16,739.19,1,3.0
194,111,car,1136.15,706.17,1157.74,724.97,0,1.0
191,22,car,1088.8,680.31,1117.93,736.16,1,3.0
191,129,car,1123.96,720.76,1147.35,740.36,0,1.0
407,22,car,1100.97,712.97,1130.47,768.55,1,3.0
407,148,car,1073.89,694.0,1106.82,737.07,0,1.0
1957,22,car,1112.95,698.92,1141.81,752.84,1,3.0
1957,324,car,1086.78,681.61,1116.1,725.81,0,1.0
2722,22,car,1112.11,697.86,1139.74,751.18,1,3.0
2722,1036,car,1062.71,658.0,1084.49,689.79,0,1.0
10,25,person,1429.51,553.77,1447.77,578.18,1,3.0
10,31,person,1432.89,578.52,1455.68,600.45,0,1.0
66,29,person,1470.88,579.46,1488.92,606.83,1,3.0
66,68,person,1498.41,578.21,1509.84,604.69,0,1.0
17,37,car,1324.45,511.61,1380.28,550.72,1,3.0
17,25,person,1424.62,553.76,1443.77,576.55,0,1.0
39,37,car,1311.9,513.22,1371.0,554.11,1,3.0
39,47,person,1387.61,556.7,1423.01,597.84,0,1.0
42,37,car,1310.52,513.27,1369.02,554.96,1,3.0
42,58,person,1414.1,572.56,1432.96,596.66,0,1.0
90,37,car,1283.65,513.6,1336.81,553.11,1,3.0
90,80,person,1376.38,550.99,1387.19,571.96,0,1.0
127,37,car,1258.61,514.1,1313.36,550.09,1,3.0
127,89,person,1372.77,556.36,1381.24,576.19,0,1.0
128,37,car,1257.97,514.42,1311.83,550.81,1,3.0
128,90,person,1295.84,566.41,1306.98,589.14,0,1.0
201,37,car,1256.8,559.44,1309.07,598.56,1,3.0
201,114,person,1333.7,478.89,1343.4,498.57,0,1.0
379,37,car,1142.42,576.39,1193.86,614.52,1,3.0
379,195,motorcycle,1232.09,599.82,1255.83,618.82,0,1.0
355,37,car,1169.11,577.81,1223.62,624.27,1,3.0
355,200,car,1198.57,617.58,1237.12,643.45,0,1.0
354,37,car,1170.65,577.94,1225.03,624.95,1,3.0
354,201,person,1257.77,633.08,1271.05,652.06,0,1.0
31,47,person,1404.53,562.06,1429.7,597.09,1,3.0
31,25,person,1420.26,554.98,1436.54,574.56,0,1.0
39,47,person,1387.61,556.7,1423.01,597.84,1,3.0
39,31,person,1431.33,579.45,1454.41,601.76,0,1.0
50,50,person,1204.81,570.59,1223.29,594.97,1,3.0
